observationName,nextAttend,currentAttend,currentW,priorW,%capacity,payrollM,stadiumCap,stadiumAge,yearsInCity,playoffs,playoffsBin,proTeams,allstars,hrs,pop15,pop30,pop45,pop60,households15,households30,households45,households60,medInc15,medInc30,medInc45,medInc60
san francisco giants_2006,3223.215,3130.313,76,81,0.929,90.05642,41606,7,49,no_playoff,no,7,1,163,692890,1842768,2901411,4148934,300642,743390,1132734,1581674,78597,78079,81964,86317
baltimore orioles_2014,2281.202,2464.473,96,85,0.623,109.0975,48876,23,61,lcs,yes,2,3,211,172347,1031893,1951126,2991014,70449,397937,750143,1124586,40976,57267,69580,72912
baltimore orioles_2013,2464.473,2357.561,85,93,0.596,100.832,48876,22,60,no_playoff,no,2,5,212,172347,1031893,1951126,2991014,70449,397937,750143,1124586,40976,57267,69580,72912
baltimore orioles_2012,2357.561,2102.24,93,69,0.531,77.949,48876,21,59,lds,yes,2,3,214,172347,1031893,1951126,2991014,70449,397937,750143,1124586,40976,57267,69580,72912
baltimore orioles_2011,2102.24,1755.461,69,66,0.443,88.29904,48876,20,58,no_playoff,no,2,1,191,172347,1031893,1951126,2991014,70449,397937,750143,1124586,40976,57267,69580,72912
baltimore orioles_2010,1755.461,1733.019,66,64,0.438,81.6125,48876,19,57,no_playoff,no,2,1,133,172347,1031893,1951126,2991014,70449,397937,750143,1124586,40976,57267,69580,72912
baltimore orioles_2009,1733.019,1907.163,64,68,0.482,69.90417,48876,18,56,no_playoff,no,2,1,160,172347,1031893,1951126,2991014,70449,397937,750143,1124586,40976,57267,69580,72912
baltimore orioles_2008,1907.163,1950.075,68,69,0.493,67.19625,48876,17,55,no_playoff,no,2,1,172,172347,1031893,1951126,2991014,70449,397937,750143,1124586,40976,57267,69580,72912
baltimore orioles_2007,1950.075,2164.822,69,70,0.547,93.17481,48876,16,54,no_playoff,no,2,1,142,172347,1031893,1951126,2991014,70449,397937,750143,1124586,40976,57267,69580,72912
baltimore orioles_2006,2164.822,2153.139,70,78,0.544,72.58558,48876,15,53,no_playoff,no,2,1,164,172347,1031893,1951126,2991014,70449,397937,750143,1124586,40976,57267,69580,72912
boston red sox_2014,2880.694,2956.089,71,97,0.973,134.62893,37499,103,114,no_playoff,no,5,2,123,864957,1877799,2750499,3813601,351690,744724,1075347,1468518,67572,75119,77791,78257
boston red sox_2013,2956.089,2833.333,97,69,0.933,178.4205,37499,102,113,ws,yes,5,3,178,864957,1877799,2750499,3813601,351690,744724,1075347,1468518,67572,75119,77791,78257
boston red sox_2012,2833.333,3043.003,69,90,1.002,110.386,37495,101,112,no_playoff,no,5,1,165,864957,1877799,2750499,3813601,351690,744724,1075347,1468518,67572,75119,77791,78257
boston red sox_2011,3043.003,3054.001,90,89,1.006,166.66248,37493,100,111,no_playoff,no,5,6,203,864957,1877799,2750499,3813601,351690,744724,1075347,1468518,67572,75119,77791,78257
boston red sox_2010,3054.001,3046.445,89,95,1.006,164.50733,37402,99,110,no_playoff,no,5,6,211,864957,1877799,2750499,3813601,351690,744724,1075347,1468518,67572,75119,77791,78257
boston red sox_2009,3046.445,3062.699,95,95,1.011,125.4395,37400,98,109,lds,yes,5,6,212,864957,1877799,2750499,3813601,351690,744724,1075347,1468518,67572,75119,77791,78257
boston red sox_2008,3062.699,3048.25,95,96,1.007,133.39004,37373,97,108,lcs,yes,5,7,173,864957,1877799,2750499,3813601,351690,744724,1075347,1468518,67572,75119,77791,78257
boston red sox_2007,3048.25,2970.755,96,86,1.004,143.02621,36525,96,107,ws,yes,5,6,166,864957,1877799,2750499,3813601,351690,744724,1075347,1468518,67572,75119,77791,78257
boston red sox_2006,2970.755,2930.588,86,87,1.002,120.09982,36108,95,106,no_playoff,no,5,4,192,864957,1877799,2750499,3813601,351690,744724,1075347,1468518,67572,75119,77791,78257
new york yankees_2014,3193.795,3401.624,84,85,0.846,258.11896,49642,6,112,no_playoff,no,11,3,147,3081588,8185513,12555131,14786653,1203728,3104652,4610213,5393836,53868,62499,65906,70411
new york yankees_2013,3401.624,3279.589,85,95,0.805,246.53475,50291,5,111,no_playoff,no,11,2,144,3081588,8185513,12555131,14786653,1203728,3104652,4610213,5393836,53868,62499,65906,70411
new york yankees_2012,3279.589,3542.406,95,97,0.87,197.9779,50291,4,110,lcs,yes,11,4,245,3081588,8185513,12555131,14786653,1203728,3104652,4610213,5393836,53868,62499,65906,70411
new york yankees_2011,3542.406,3653.68,97,95,0.897,206.27503,50291,3,109,lds,yes,11,8,222,3081588,8185513,12555131,14786653,1203728,3104652,4610213,5393836,53868,62499,65906,70411
new york yankees_2010,3653.68,3765.807,95,103,0.925,210.73339,50287,2,108,lcs,yes,11,8,201,3081588,8185513,12555131,14786653,1203728,3104652,4610213,5393836,53868,62499,65906,70411
new york yankees_2009,3765.807,3719.358,103,89,0.913,210.33004,50287,1,107,ws,yes,11,3,244,3081588,8185513,12555131,14786653,1203728,3104652,4610213,5393836,53868,62499,65906,70411
new york yankees_2008,3719.358,4298.655,89,94,0.932,212.28679,56936,93,106,no_playoff,no,11,3,180,3081588,8185513,12555131,14786653,1203728,3104652,4610213,5393836,53868,62499,65906,70411
new york yankees_2007,4298.655,4271.083,94,97,0.926,207.03905,56936,92,105,lds,yes,11,3,201,3081588,8185513,12555131,14786653,1203728,3104652,4610213,5393836,53868,62499,65906,70411
new york yankees_2006,4271.083,4248.067,97,80,0.921,194.66308,56936,91,104,lds,yes,11,4,210,3081588,8185513,12555131,14786653,1203728,3104652,4610213,5393836,53868,62499,65906,70411
tampa bay rays_2014,1287.054,1446.464,77,92,0.575,77.8143,31042,25,17,no_playoff,no,3,1,117,221281,455797,1119922,1968423,93931,198319,475711,817746,45071,46372,45596,49146
tampa bay rays_2013,1446.464,1510.3,92,90,0.547,71.1635,34078,24,16,lds,yes,3,2,165,221281,455797,1119922,1968423,93931,198319,475711,817746,45071,46372,45596,49146
tampa bay rays_2012,1510.3,1559.681,90,91,0.565,63.3687,34078,23,15,no_playoff,no,3,2,175,221281,455797,1119922,1968423,93931,198319,475711,817746,45071,46372,45596,49146
tampa bay rays_2011,1559.681,1529.188,91,96,0.554,41.05357,34078,22,14,lds,yes,3,3,172,221281,455797,1119922,1968423,93931,198319,475711,817746,45071,46372,45596,49146
tampa bay rays_2010,1529.188,1864.999,96,84,0.623,71.92347,36973,21,13,lds,yes,3,4,160,221281,455797,1119922,1968423,93931,198319,475711,817746,45071,46372,45596,49146
tampa bay rays_2009,1864.999,1874.962,84,97,0.626,67.27033,36973,20,12,no_playoff,no,3,5,199,221281,455797,1119922,1968423,93931,198319,475711,817746,45071,46372,45596,49146
tampa bay rays_2008,1874.962,1811.986,97,66,0.621,44.9706,36048,19,11,ws,yes,3,3,180,221281,455797,1119922,1968423,93931,198319,475711,817746,45071,46372,45596,49146
tampa bay devil rays_2007,1811.986,1387.603,66,61,0.446,24.1235,38437,18,10,no_playoff,no,3,1,187,221281,455797,1119922,1968423,93931,198319,475711,817746,45071,46372,45596,49146
tampa bay devil rays_2006,1387.603,1368.95,61,93,0.386,34.91797,43772,17,9,no_playoff,no,3,1,190,221281,455797,1119922,1968423,93931,198319,475711,817746,45071,46372,45596,49146
toronto blue jays_2014,2794.891,2375.525,83,74,0.595,136.4662,49282,26,38,no_playoff,no,6,3,177,575591,1641198,2642265,3653665,264369,631368,982622,1356608,68110,68110,68110,68110
toronto blue jays_2013,2375.525,2536.562,74,73,0.635,124.5178,49282,25,37,no_playoff,no,6,4,185,575591,1641198,2642265,3653665,264369,631368,982622,1356608,68110,68110,68110,68110
toronto blue jays_2012,2536.562,2099.663,73,81,0.526,82.3527,49260,24,36,no_playoff,no,6,1,198,575591,1641198,2642265,3653665,264369,631368,982622,1356608,68110,68110,68110,68110
toronto blue jays_2011,2099.663,1818.103,81,85,0.456,64.5678,49260,23,35,no_playoff,no,6,2,186,575591,1641198,2642265,3653665,264369,631368,982622,1356608,68110,68110,68110,68110
toronto blue jays_2010,1818.103,1495.482,85,75,0.373,62.734,49539,22,34,no_playoff,no,6,3,257,575591,1641198,2642265,3653665,264369,631368,982622,1356608,68110,68110,68110,68110
toronto blue jays_2009,1495.482,1876.129,75,86,0.468,83.9645,49539,21,33,no_playoff,no,6,2,209,575591,1641198,2642265,3653665,264369,631368,982622,1356608,68110,68110,68110,68110
toronto blue jays_2008,1876.129,2399.786,86,83,0.606,97.7939,48900,20,32,no_playoff,no,6,1,126,575591,1641198,2642265,3653665,264369,631368,982622,1356608,68110,68110,68110,68110
toronto blue jays_2007,2399.786,2360.644,83,87,0.576,81.9428,50598,19,31,no_playoff,no,6,1,165,575591,1641198,2642265,3653665,264369,631368,982622,1356608,68110,68110,68110,68110
toronto blue jays_2006,2360.644,2302.212,87,76,0.562,71.365,50598,18,30,no_playoff,no,6,5,199,575591,1641198,2642265,3653665,264369,631368,982622,1356608,68110,68110,68110,68110
chicago white sox_2014,1755.81,1650.821,73,63,0.502,87.4755,40615,24,115,no_playoff,no,6,3,155,992495,3475713,5222103,6786557,391171,1299957,1944765,2511388,45286,50448,57537,62172
chicago white sox_2013,1650.821,1768.413,63,85,0.538,81.4019,40615,23,114,no_playoff,no,6,2,148,992495,3475713,5222103,6786557,391171,1299957,1944765,2511388,45286,50448,57537,62172
chicago white sox_2012,1768.413,1965.955,85,79,0.598,118.208,40615,22,113,no_playoff,no,6,4,211,992495,3475713,5222103,6786557,391171,1299957,1944765,2511388,45286,50448,57537,62172
chicago white sox_2011,1965.955,2001.117,79,88,0.608,127.789,40615,21,112,no_playoff,no,6,2,154,992495,3475713,5222103,6786557,391171,1299957,1944765,2511388,45286,50448,57537,62172
chicago white sox_2010,2001.117,2194.378,88,79,0.667,107.195,40615,20,111,no_playoff,no,6,2,177,992495,3475713,5222103,6786557,391171,1299957,1944765,2511388,45286,50448,57537,62172
chicago white sox_2009,2194.378,2284.163,79,89,0.694,101.081,40615,19,110,no_playoff,no,6,1,184,992495,3475713,5222103,6786557,391171,1299957,1944765,2511388,45286,50448,57537,62172
chicago white sox_2008,2284.163,2500.648,89,72,0.76,121.18933,40615,18,109,lds,yes,6,2,235,992495,3475713,5222103,6786557,391171,1299957,1944765,2511388,45286,50448,57537,62172
chicago white sox_2007,2500.648,2684.395,72,90,0.816,108.67183,40615,17,108,no_playoff,no,6,1,190,992495,3475713,5222103,6786557,391171,1299957,1944765,2511388,45286,50448,57537,62172
chicago white sox_2006,2684.395,2957.414,90,81,0.899,102.75067,40615,16,107,no_playoff,no,6,7,236,992495,3475713,5222103,6786557,391171,1299957,1944765,2511388,45286,50448,57537,62172
cleveland indians_2014,1388.905,1437.393,85,92,0.418,73.5094,42487,21,114,no_playoff,no,3,1,142,363957,1142241,1700746,2365425,153710,481509,704626,968038,31944,45395,50048,49391
cleveland indians_2013,1437.393,1572.926,92,68,0.429,87.34243,45241,20,113,lds,yes,3,2,171,363957,1142241,1700746,2365425,153710,481509,704626,968038,31944,45395,50048,49391
cleveland indians_2012,1572.926,1603.596,68,80,0.456,78.9113,43429,19,112,no_playoff,no,3,2,136,363957,1142241,1700746,2365425,153710,481509,704626,968038,31944,45395,50048,49391
cleveland indians_2011,1603.596,1840.835,80,69,0.523,49.42657,43441,18,111,no_playoff,no,3,2,154,363957,1142241,1700746,2365425,153710,481509,704626,968038,31944,45395,50048,49391
cleveland indians_2010,1840.835,1391.644,69,65,0.377,61.20397,45569,17,110,no_playoff,no,3,1,128,363957,1142241,1700746,2365425,153710,481509,704626,968038,31944,45395,50048,49391
cleveland indians_2009,1391.644,1766.242,65,81,0.482,85.22487,45199,16,109,no_playoff,no,3,1,161,363957,1142241,1700746,2365425,153710,481509,704626,968038,31944,45395,50048,49391
cleveland indians_2008,1766.242,2169.76,81,96,0.62,78.97007,43199,15,108,no_playoff,no,3,2,171,363957,1142241,1700746,2365425,153710,481509,704626,968038,31944,45395,50048,49391
cleveland indians_2007,2169.76,2275.912,96,78,0.647,61.67327,43415,14,107,lcs,yes,3,3,178,363957,1142241,1700746,2365425,153710,481509,704626,968038,31944,45395,50048,49391
cleveland indians_2006,2275.912,1997.995,78,74,0.568,56.0315,43415,13,106,no_playoff,no,3,1,196,363957,1142241,1700746,2365425,153710,481509,704626,968038,31944,45395,50048,49391
detroit tigers_2014,2726.048,2917.209,90,93,0.864,169.1355,41681,15,121,lds,yes,4,4,155,342642,1638734,2742156,3623326,123316,621246,1063760,1404318,24819,40628,48700,52093
detroit tigers_2013,2917.209,3083.397,93,88,0.923,154.407,41255,14,120,lcs,yes,4,6,176,342642,1638734,2742156,3623326,123316,621246,1063760,1404318,24819,40628,48700,52093
detroit tigers_2012,3083.397,3028.033,88,95,0.906,131.394,41255,13,119,ws,yes,4,3,163,342642,1638734,2742156,3623326,123316,621246,1063760,1404318,24819,40628,48700,52093
detroit tigers_2011,3028.033,2642.045,95,81,0.791,106.87523,41255,12,118,lcs,yes,4,5,169,342642,1638734,2742156,3623326,123316,621246,1063760,1404318,24819,40628,48700,52093
detroit tigers_2010,2642.045,2461.237,81,86,0.737,124.03993,41255,11,117,no_playoff,no,4,3,152,342642,1638734,2742156,3623326,123316,621246,1063760,1404318,24819,40628,48700,52093
detroit tigers_2009,2461.237,2567.165,86,74,0.768,119.51015,41255,10,116,no_playoff,no,4,4,183,342642,1638734,2742156,3623326,123316,621246,1063760,1404318,24819,40628,48700,52093
detroit tigers_2008,2567.165,3202.645,74,88,0.946,138.7852,41782,9,115,no_playoff,no,4,1,200,342642,1638734,2742156,3623326,123316,621246,1063760,1404318,24819,40628,48700,52093
detroit tigers_2007,3202.645,3047.133,88,95,0.916,95.18037,41070,8,114,no_playoff,no,4,5,177,342642,1638734,2742156,3623326,123316,621246,1063760,1404318,24819,40628,48700,52093
detroit tigers_2006,3047.133,2595.937,95,95,0.78,82.61287,41070,7,113,ws,yes,4,3,203,342642,1638734,2742156,3623326,123316,621246,1063760,1404318,24819,40628,48700,52093
kansas city royals_2014,2708.549,1956.482,89,86,0.637,89.80408,37903,42,46,ws,yes,3,3,95,190851,925739,1541135,1760408,77619,379044,617707,695978,36677,51200,58214,58703
kansas city royals_2013,1956.482,1750.754,86,72,0.57,87.42625,37903,41,45,no_playoff,no,3,3,112,190851,925739,1541135,1760408,77619,379044,617707,695978,36677,51200,58214,58703
kansas city royals_2012,1750.754,1739.859,72,71,0.567,61.74708,37903,40,44,no_playoff,no,3,1,131,190851,925739,1541135,1760408,77619,379044,617707,695978,36677,51200,58214,58703
kansas city royals_2011,1739.859,1724.45,71,67,0.562,35.712,37903,39,43,no_playoff,no,3,1,95,190851,925739,1541135,1760408,77619,379044,617707,695978,36677,51200,58214,58703
kansas city royals_2010,1724.45,1615.327,67,65,0.526,73.10521,37903,38,42,no_playoff,no,3,1,108,190851,925739,1541135,1760408,77619,379044,617707,695978,36677,51200,58214,58703
kansas city royals_2009,1615.327,1797.891,65,75,0.586,76.81733,37903,37,41,no_playoff,no,3,1,142,190851,925739,1541135,1760408,77619,379044,617707,695978,36677,51200,58214,58703
kansas city royals_2008,1797.891,1578.922,75,69,0.476,59.4455,40933,36,40,no_playoff,no,3,1,167,190851,925739,1541135,1760408,77619,379044,617707,695978,36677,51200,58214,58703
kansas city royals_2007,1578.922,1616.867,69,62,0.488,67.6915,40933,35,39,no_playoff,no,3,1,167,190851,925739,1541135,1760408,77619,379044,617707,695978,36677,51200,58214,58703
kansas city royals_2006,1616.867,1372.638,62,83,0.414,47.694,40933,34,38,no_playoff,no,3,1,174,190851,925739,1541135,1760408,77619,379044,617707,695978,36677,51200,58214,58703
minnesota twins_2014,2220.054,2250.606,70,66,0.712,87.044,39021,6,54,no_playoff,no,4,2,128,508604,1636141,2467729,2786693,220094,683910,993779,1109009,58555,62777,68050,68842
minnesota twins_2013,2250.606,2477.644,66,66,0.784,63.0425,39021,5,53,no_playoff,no,4,2,151,508604,1636141,2467729,2786693,220094,683910,993779,1109009,58555,62777,68050,68842
minnesota twins_2012,2477.644,2776.354,66,63,0.868,99.066,39504,4,52,no_playoff,no,4,1,131,508604,1636141,2467729,2786693,220094,683910,993779,1109009,58555,62777,68050,68842
minnesota twins_2011,2776.354,3168.116,63,94,0.99,112.737,39504,3,51,no_playoff,no,4,1,103,508604,1636141,2467729,2786693,220094,683910,993779,1109009,58555,62777,68050,68842
minnesota twins_2010,3168.116,3223.64,94,87,1.007,97.55917,39504,2,50,lds,yes,4,2,142,508604,1636141,2467729,2786693,220094,683910,993779,1109009,58555,62777,68050,68842
minnesota twins_2009,3223.64,2416.237,87,88,0.755,67.80427,39504,1,49,lds,yes,4,3,172,508604,1636141,2467729,2786693,220094,683910,993779,1109009,58555,62777,68050,68842
minnesota twins_2008,2416.237,2302.431,88,79,0.61,56.93277,46564,34,48,no_playoff,no,4,3,111,508604,1636141,2467729,2786693,220094,683910,993779,1109009,58555,62777,68050,68842
minnesota twins_2007,2302.431,2296.383,79,96,0.609,71.4395,46564,33,47,no_playoff,no,4,3,118,508604,1636141,2467729,2786693,220094,683910,993779,1109009,58555,62777,68050,68842
minnesota twins_2006,2296.383,2285.018,96,86,0.606,63.39601,46564,32,46,lds,yes,4,3,143,508604,1636141,2467729,2786693,220094,683910,993779,1109009,58555,62777,68050,68842
houston astros_2014,2153.585,1751.829,70,51,0.514,44.7368,42060,15,53,no_playoff,no,4,1,163,521308,2286908,4115339,5089019,203139,812333,1443046,1779834,56213,52144,60563,61650
houston astros_2013,1751.829,1651.883,51,55,0.485,14.6723,42060,14,52,no_playoff,no,4,1,148,521308,2286908,4115339,5089019,203139,812333,1443046,1779834,56213,52144,60563,61650
houston astros_2012,1651.883,1607.733,55,56,0.484,37.651,40981,13,51,no_playoff,no,4,1,146,521308,2286908,4115339,5089019,203139,812333,1443046,1779834,56213,52144,60563,61650
houston astros_2011,1607.733,2067.016,56,76,0.623,71.1105,40963,12,50,no_playoff,no,4,1,149,521308,2286908,4115339,5089019,203139,812333,1443046,1779834,56213,52144,60563,61650
houston astros_2010,2067.016,2331.49,76,74,0.702,93.216,40976,11,49,no_playoff,no,4,1,152,521308,2286908,4115339,5089019,203139,812333,1443046,1779834,56213,52144,60563,61650
houston astros_2009,2331.49,2521.076,74,86,0.76,105.80441,40976,10,48,no_playoff,no,4,2,159,521308,2286908,4115339,5089019,203139,812333,1443046,1779834,56213,52144,60563,61650
houston astros_2008,2521.076,2779.487,86,73,0.837,87.94681,40976,9,47,no_playoff,no,4,2,208,521308,2286908,4115339,5089019,203139,812333,1443046,1779834,56213,52144,60563,61650
houston astros_2007,2779.487,3020.405,73,82,0.91,87.759,40976,8,46,no_playoff,no,4,2,201,521308,2286908,4115339,5089019,203139,812333,1443046,1779834,56213,52144,60563,61650
houston astros_2006,3020.405,3022.763,82,85,0.911,100.89444,40976,7,45,no_playoff,no,4,2,182,521308,2286908,4115339,5089019,203139,812333,1443046,1779834,56213,52144,60563,61650
los angeles angels of anaheim_2014,3012.765,3095.935,98,78,0.84,128.667,45483,49,49,lds,yes,7,2,155,854947,2970338,6832797,11065420,231508,923130,2071580,3557076,63121,73269,64525,64057
los angeles angels of anaheim_2013,3095.935,3019.505,78,89,0.82,116.5325,45483,48,48,no_playoff,no,7,1,164,854947,2970338,6832797,11065420,231508,923130,2071580,3557076,63121,73269,64525,64057
los angeles angels of anaheim_2012,3019.505,3061.77,89,86,0.822,140.581,45957,47,47,no_playoff,no,7,4,187,854947,2970338,6832797,11065420,231508,923130,2071580,3557076,63121,73269,64525,64057
los angeles angels of anaheim_2011,3061.77,3166.321,86,80,0.861,138.54317,45389,46,46,no_playoff,no,7,3,129,854947,2970338,6832797,11065420,231508,923130,2071580,3557076,63121,73269,64525,64057
los angeles angels of anaheim_2010,3166.321,3250.814,80,97,0.884,104.96387,45389,45,45,no_playoff,no,7,2,121,854947,2970338,6832797,11065420,231508,923130,2071580,3557076,63121,73269,64525,64057
los angeles angels of anaheim_2009,3250.814,3240.386,97,100,0.883,118.169,45281,44,44,lcs,yes,7,3,144,854947,2970338,6832797,11065420,231508,923130,2071580,3557076,63121,73269,64525,64057
los angeles angels of anaheim_2008,3240.386,3336.747,100,94,0.91,119.21633,45281,43,43,lds,yes,7,3,120,854947,2970338,6832797,11065420,231508,923130,2071580,3557076,63121,73269,64525,64057
los angeles angels of anaheim_2007,3336.747,3365.632,94,89,0.918,109.25133,45262,42,42,lds,yes,7,3,102,854947,2970338,6832797,11065420,231508,923130,2071580,3557076,63121,73269,64525,64057
los angeles angels of anaheim_2006,3365.632,3406.79,89,68,0.929,103.472,45262,41,41,no_playoff,no,7,1,124,854947,2970338,6832797,11065420,231508,923130,2071580,3557076,63121,73269,64525,64057
oakland athletics_2014,1768.175,2003.628,88,96,0.705,89.1609,35067,49,47,lds,yes,7,6,146,450828,1502183,3313334,5004880,169660,594448,1257839,1863006,58953,75638,84694,86979
oakland athletics_2013,2003.628,1809.302,96,94,0.637,69.44,35067,48,46,lds,yes,7,2,186,450828,1502183,3313334,5004880,169660,594448,1257839,1863006,58953,75638,84694,86979
oakland athletics_2012,1809.302,1679.013,94,74,0.591,61.2025,35067,47,45,lds,yes,7,1,195,450828,1502183,3313334,5004880,169660,594448,1257839,1863006,58953,75638,84694,86979
oakland athletics_2011,1679.013,1476.791,74,81,0.52,67.094,35067,46,44,no_playoff,no,7,1,114,450828,1502183,3313334,5004880,169660,594448,1257839,1863006,58953,75638,84694,86979
oakland athletics_2010,1476.791,1418.391,81,75,0.499,57.9049,35067,45,43,no_playoff,no,7,2,109,450828,1502183,3313334,5004880,169660,594448,1257839,1863006,58953,75638,84694,86979
oakland athletics_2009,1418.391,1408.783,75,75,0.496,65.945,35067,44,42,no_playoff,no,7,1,135,450828,1502183,3313334,5004880,169660,594448,1257839,1863006,58953,75638,84694,86979
oakland athletics_2008,1408.783,1665.256,75,76,0.586,47.96713,35067,43,41,no_playoff,no,7,1,125,450828,1502183,3313334,5004880,169660,594448,1257839,1863006,58953,75638,84694,86979
oakland athletics_2007,1665.256,1921.844,76,93,0.696,79.36694,34077,42,40,no_playoff,no,7,1,171,450828,1502183,3313334,5004880,169660,594448,1257839,1863006,58953,75638,84694,86979
oakland athletics_2006,1921.844,1976.625,93,76,0.716,64.84308,34077,41,39,lcs,yes,7,1,175,450828,1502183,3313334,5004880,169660,594448,1257839,1863006,58953,75638,84694,86979
seattle mariners_2014,2193.581,2064.334,87,71,0.537,95.471,47476,16,38,no_playoff,no,3,4,136,457624,1298049,2144235,2843748,218657,565237,887806,1157243,70476,75462,76037,72795
seattle mariners_2013,2064.334,1761.546,71,75,0.458,78.887,47476,15,37,no_playoff,no,3,2,188,457624,1298049,2144235,2843748,218657,565237,887806,1157243,70476,75462,76037,72795
seattle mariners_2012,1761.546,1721.92,75,67,0.444,78.2356,47860,14,36,no_playoff,no,3,1,149,457624,1298049,2144235,2843748,218657,565237,887806,1157243,70476,75462,76037,72795
seattle mariners_2011,1721.92,1896.321,67,61,0.489,86.1106,47878,13,35,no_playoff,no,3,3,109,457624,1298049,2144235,2843748,218657,565237,887806,1157243,70476,75462,76037,72795
seattle mariners_2010,1896.321,2085.63,61,85,0.538,86.51,47878,12,34,no_playoff,no,3,2,101,457624,1298049,2144235,2843748,218657,565237,887806,1157243,70476,75462,76037,72795
seattle mariners_2009,2085.63,2195.533,85,61,0.566,100.13417,47878,11,33,no_playoff,no,3,2,160,457624,1298049,2144235,2843748,218657,565237,887806,1157243,70476,75462,76037,72795
seattle mariners_2008,2195.533,2329.702,61,88,0.606,117.66648,47447,10,32,no_playoff,no,3,1,124,457624,1298049,2144235,2843748,218657,565237,887806,1157243,70476,75462,76037,72795
seattle mariners_2007,2329.702,2672.223,88,78,0.695,106.46083,47447,9,31,no_playoff,no,3,2,153,457624,1298049,2144235,2843748,218657,565237,887806,1157243,70476,75462,76037,72795
seattle mariners_2006,2672.223,2481.165,78,88,0.646,87.95983,47447,8,30,no_playoff,no,3,2,172,457624,1298049,2144235,2843748,218657,565237,887806,1157243,70476,75462,76037,72795
texas rangers_2014,2491.875,2718.733,67,91,0.698,129.80124,48114,21,43,no_playoff,no,5,2,111,248757,1351208,3300935,4657013,94981,486114,1213570,1716654,45418,53355,58764,61800
texas rangers_2013,2718.733,3178.273,91,93,0.816,139.2612,48114,20,42,no_playoff,no,5,3,176,248757,1351208,3300935,4657013,94981,486114,1213570,1716654,45418,53355,58764,61800
texas rangers_2012,3178.273,3460.28,93,96,0.886,124.1199,48194,19,41,lds,yes,5,8,200,248757,1351208,3300935,4657013,94981,486114,1213570,1716654,45418,53355,58764,61800
texas rangers_2011,3460.28,2946.949,96,90,0.74,93.79926,49170,18,40,ws,yes,5,5,210,248757,1351208,3300935,4657013,94981,486114,1213570,1716654,45418,53355,58764,61800
texas rangers_2010,2946.949,2505.171,90,87,0.629,56.47437,49170,17,39,ws,yes,5,5,162,248757,1351208,3300935,4657013,94981,486114,1213570,1716654,45418,53355,58764,61800
texas rangers_2009,2505.171,2156.016,87,79,0.541,79.72355,49170,16,38,no_playoff,no,5,3,224,248757,1351208,3300935,4657013,94981,486114,1213570,1716654,45418,53355,58764,61800
texas rangers_2008,2156.016,1945.677,79,75,0.491,68.03733,48911,15,37,no_playoff,no,5,4,194,248757,1351208,3300935,4657013,94981,486114,1213570,1716654,45418,53355,58764,61800
texas rangers_2007,1945.677,2353.862,75,80,0.594,68.64368,48911,14,36,no_playoff,no,5,1,179,248757,1351208,3300935,4657013,94981,486114,1213570,1716654,45418,53355,58764,61800
texas rangers_2006,2353.862,2388.757,80,79,0.603,68.22866,48911,13,35,no_playoff,no,5,2,183,248757,1351208,3300935,4657013,94981,486114,1213570,1716654,45418,53355,58764,61800
